sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes
500101213,YouBike2.0_懷生國中,大安區,2026-02-07 16:50:03,忠孝東路三段248巷30號,Daan Dist.,YouBike2.0_Huai Sheng Junior High School,No. 30， Ln. 248， Sec. 3， Zhongxiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,24,21,25.0401,121.54122,3
500101214,YouBike2.0_仁愛敦南圓環(西北側),大安區,2026-02-07 15:40:02,仁愛路四段85號前,Daan Dist.,YouBike2.0_Renai Dunnan Traffic Cir (Northwest),No. 85， Sec. 4， Ren'ai Rd,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:40:02,2026-02-07,20,16,25.03827,121.54802,4
500101215,YouBike2.0_立人國小,大安區,2026-02-07 17:00:02,安和路二段/敦化南路二段81巷(西南側),Daan Dist.,YouBike2.0_Lih Jen International Private Elementary and Middle School,Sec. 2， Anhe Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Southwest),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,17,15,25.02974,121.55146,2
500101216,YouBike2.0_和平東路二段18巷口,大安區,2026-02-07 11:10:02,辛亥路二段43號前,Daan Dist.,YouBike2.0_Ln. 18， Sec. 2， Heping E. Rd.,No. 43， Sec. 2， Xinhai Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 11:10:02,2026-02-07,24,5,25.02268,121.53608,17
500101217,YouBike2.0_捷運大安站(5號出口),大安區,2026-02-07 17:30:19,復興南路二段/信義路四段(東南側),Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 5),Sec. 2， Fuxing S. Rd. & Sec. 4， Xinyi Rd. Intersection (Southeast),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:30:19,2026-02-07,26,1,25.03303,121.54372,25
500101218,YouBike2.0_臨江公園,大安區,2026-02-07 16:56:16,通化街143巷33號對側,Daan Dist.,YouBike2.0_Linjiang Park,No. 33， Ln. 143， Tonghua St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:56:16,2026-02-07,23,1,25.02832,121.55592,22
500101219,YouBike2.0_羅斯福路四段113巷19弄口,大安區,2026-02-07 09:38:18,羅斯福路四段119巷84號對側,Daan Dist.,YouBike2.0_Aly. 19， Ln. 113， Sec. 4， Roosevelt Rd.,No. 84， Ln. 119， Sec. 4， Roosevelt Rd. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 09:38:18,2026-02-07,14,8,25.01027,121.53998,6
500101221,YouBike2.0_忠孝東路四段248巷口,大安區,2026-02-07 16:25:16,忠孝東路四段230號前,Daan Dist.,YouBike2.0_Ln. 248， Sec. 4， Zhongxiao E. Rd.,No. 230， Sec. 4， Zhongxiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:25:16,2026-02-07,25,23,25.04132,121.55393,2
500101222,YouBike2.0_仁愛延吉路口(西北側),大安區,2026-02-07 17:09:17,仁愛路四段363號前,Daan Dist.,YouBike2.0_Ren'ai Rd. & Yanji St. Intersection (Northwest),No. 363， Sec. 4， Ren'ai Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:09:17,2026-02-07,24,22,25.03795,121.55466,2
500101223,YouBike2.0_樂利路101巷口,大安區,2026-02-07 15:44:16,樂利路97號前,Daan Dist.,YouBike2.0_Ln. 101， Leli Rd.,No. 97， Leli Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:44:16,2026-02-07,13,2,25.02528,121.55224,10
500101224,YouBike2.0_羅斯福浦城街口,大安區,2026-02-07 13:50:03,羅斯福路三段117號前,Daan Dist.,YouBike2.0_Roosevelt Rd. & Pucheng St. Intersection,No. 117， Sec. 3， Roosevelt Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 13:50:03,2026-02-07,25,17,25.02208,121.52678,7
500101225,YouBike2.0_敦化南路一段295巷口,大安區,2026-02-07 16:50:03,敦化南路一段295巷1號,Daan Dist.,YouBike2.0_Ln. 295， Sec. 1， Dunhua S. Rd.,No. 1， Ln. 295， Sec. 1， Dunhua S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,18,4,25.03551,121.54951,14
500101226,YouBike2.0_通安區民活動中心,大安區,2026-02-07 15:40:02,通安街129號對面,Daan Dist.,YouBike2.0_Ln. 108， Tong'an St.,No. 129， Tong'an St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:40:02,2026-02-07,28,2,25.02942,121.55294,26
500101227,YouBike2.0_復興忠孝東路口(東南側),大安區,2026-02-07 17:15:16,復興南路一段191號前,Daan Dist.,YouBike2.0_Zhongxiao E. Rd. & Fuxing S. Rd. Intersection (Southeast),No. 191， Sec. 1， Fuxing S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:15:16,2026-02-07,28,28,25.04061,121.54389,0
500101228,YouBike2.0_仁愛大安路口(東北側),大安區,2026-02-07 16:10:03,仁愛路四段37號前,Daan Dist.,YouBike2.0_Ren'ai Rd. & Da'an Rd. Intersection (Northeast),No. 37， Sec. 4， Ren'ai Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:10:03,2026-02-07,21,12,25.03813,121.54631,9
500101229,YouBike2.0_臺灣師範大學(浦城街),大安區,2026-02-07 17:00:02,浦城街1號對側,Daan Dist.,YouBike2.0_National Taiwan Normal University (Pucheng St.),No. 1， Pucheng St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,20,16,25.02476,121.52803,4
500101230,YouBike2.0_安和路二段69巷口,大安區,2026-02-07 15:50:03,安和路二段/安和路二段69巷,Daan Dist.,YouBike2.0_Ln. 69， Sec. 2， Anhe Rd.,Sec. 2， Anhe Rd. & Ln. 69， Sec. 2， Anhe Rd. Intersection,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:50:03,2026-02-07,20,12,25.03056,121.55252,8
500101231,YouBike2.0_大安國小,大安區,2026-02-07 17:00:02,臥龍街131巷11弄與樂業街108巷口,Daan Dist.,YouBike2.0_DaAn Elementary School,Aly. 11， Ln. 131， Wolong St. & Ln. 108， Leye St. Intersection,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,25,5,25.02014,121.55084,19
500101232,YouBike2.0_捷運古亭站(3號出口),大安區,2026-02-07 16:50:03,羅斯福路二段81-1號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 3),No. 81-1， Sec. 2， Roosevelt Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,15,5,25.02572,121.52359,10
500101233,YouBike2.0_捷運忠孝復興站(3號出口),大安區,2026-02-07 16:57:19,忠孝東路四段48號前,Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 3),No. 48， Sec. 4， ZhongXiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:57:19,2026-02-07,37,35,25.04152,121.54414,1
500101234,YouBike2.0_和平東路二段90巷,大安區,2026-02-07 17:25:16,和平東路二段90巷/和平東路二段76巷5弄,Daan Dist.,YouBike2.0_Ln. 90， Sec. 2， HePing E. Rd.,Ln. 90， Sec. 2， HePing E. Rd. & Aly. 5， Ln. 76， Sec. 2， HePing E. Rd. Intersection,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:25:16,2026-02-07,20,1,25.02468,121.53965,19
500101235,YouBike2.0_光復南路420巷口,大安區,2026-02-07 16:50:03,光復南路438號,Daan Dist.,YouBike2.0_Ln. 420， GuangFu S. Rd.,No. 438， GuangFu S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,16,8,25.03601,121.55742,8
500101236,YouBike2.0_富陽臥龍街口,大安區,2026-02-07 16:50:03,富陽街129號前,Daan Dist.,YouBike2.0_FuYang St. & WoLong St. Intersection,No. 129， FuYang St.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,18,12,25.0187,121.55688,6
500101237,YouBike2.0_仁愛復興路口,大安區,2026-02-07 16:10:03,仁愛路四段1號前,Daan Dist.,YouBike2.0_RenAi Rd. & FuXing Rd. Intersection,No. 1， Sec. 4， RenAi Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:10:03,2026-02-07,29,8,25.03817,121.544,20
500101238,YouBike2.0_仁愛敦南圓環(東側),大安區,2026-02-07 16:36:17,仁愛路四段121號,Daan Dist.,YouBike2.0_RenAi DunNan Traffic Circle  (East),No. 121， Sec. 4， RenAi Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:36:17,2026-02-07,26,24,25.03804,121.55042,1
500101239,YouBike2.0_古風公園,大安區,2026-02-07 17:22:17,龍泉街93巷7號對側,Daan Dist.,YouBike2.0_GuFeng Park,No. 7， Ln. 93， LongQuan St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:22:17,2026-02-07,15,15,25.02187,121.52912,0
500101240,YouBike2.0_和平東路二段76巷,大安區,2026-02-07 16:50:03,和平東路二段96巷20弄2號旁,Daan Dist.,YouBike2.0_Ln. 76， Sec. 2， HePing E. Rd.,No. 2， Aly. 20， Ln. 96， Sec. 2， HePing E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,40,5,25.02263,121.53906,35
500101241,YouBike2.0_敦化信義路口(東南側),大安區,2026-02-07 14:40:03,敦化南路二段9號,Daan Dist.,YouBike2.0_DunHua S. Rd. & XinYi Rd. Intersection (Southeast),No. 9， Sec. 2， DunHua S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 14:40:03,2026-02-07,20,9,25.03276,121.54907,11
500101242,YouBike2.0_和平東路三段308巷口,大安區,2026-02-07 14:26:17,樂業街173號對側,Daan Dist.,YouBike2.0_Ln. 308， Sec. 3， HePing E. Rd.,No. 173， LeYe St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 14:26:17,2026-02-07,14,2,25.01883,121.5544,12
500101243,YouBike2.0_忠孝建國路口(東南側),大安區,2026-02-07 15:05:18,忠孝東路三段132號前,Daan Dist.,YouBike2.0_ZhongXiao E. Rd. & JianGuo S. Rd. Intersection (Southeast),No. 132， Sec. 3， ZhongXiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:05:18,2026-02-07,21,19,25.04159,121.5378,1
500101244,YouBike2.0_浦城街26巷,大安區,2026-02-07 14:50:03,浦城街26巷8號對面,Daan Dist.,YouBike2.0_Ln. 26， PuCheng St.,No. 8， Ln. 26， PuCheng St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 14:50:03,2026-02-07,17,3,25.02324,121.52618,13
500101245,YouBike2.0_青峰活動中心,大安區,2026-02-07 16:40:04,辛亥路三段(青峰活動中心),Daan Dist.,YouBike2.0_Qingfeng Activity Center,Sec. 3， XinHai Rd. (Qingfeng Activity Center),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,25,7,25.01524,121.55121,18
500101246,YouBike2.0_忠孝東路三段216巷口,大安區,2026-02-07 17:00:02,忠孝東路三段218號前,Daan Dist.,YouBike2.0_Ln. 216， Sec. 3， ZhongXiao E. Rd.,No. 218， Sec. 3， ZhongXiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,28,11,25.04157,121.5402,17
500101247,YouBike2.0_捷運忠孝復興站(4號出口),大安區,2026-02-07 17:04:18,忠孝東路四段7號前,Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 4),No. 7， Sec. 4， ZhongXiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:04:18,2026-02-07,25,23,25.04173,121.54412,2
500101248,YouBike2.0_和平溫州街口,大安區,2026-02-07 16:54:16,和平東路一段187號(前),Daan Dist.,YouBike2.0_HePing E. Rd. & WenZhou St. Intersection,No. 187， Sec. 1， HePing E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:54:16,2026-02-07,23,1,25.02634,121.53342,22
500101250,YouBike2.0_國立臺北教育大學創意館,大安區,2026-02-07 17:28:18,復興南路二段337巷6弄14號對側,Daan Dist.,YouBike2.0_NTUE Creative Building,No. 14， Aly. 6， Ln. 337， Sec. 2， FuXing S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:28:18,2026-02-07,32,31,25.02305,121.54394,1
500101251,YouBike2.0_捷運忠孝復興站(1號出口),大安區,2026-02-07 16:50:03,忠孝東路三段303號,Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta. (Exit 1),No. 303， Sec. 3， ZhongXiao E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,27,17,25.04199,121.54362,9
500101252,YouBike2.0_政大公企中心,大安區,2026-02-07 16:40:04,金華街187號(後方人行道),Daan Dist.,YouBike2.0_NCCU CPBAE,No. 187， JinHua St.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,13,6,25.03076,121.52781,7
500101253,YouBike2.0_大安路二段90巷口,大安區,2026-02-07 17:00:02,大安路二段55號(對面),Daan Dist.,YouBike2.0_Ln. 90， Sec. 2， DaAn Rd.,No. 55， Sec. 2， DaAn Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,19,13,25.03117,121.54602,6
500101254,YouBike2.0_師大附中運動中心,大安區,2026-02-07 16:10:03,信義路三段111巷143號(旁),Daan Dist.,YouBike2.0_HSNU Sports Center,No. 143， Ln. 111， Sec. 3， XinYi Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:10:03,2026-02-07,33,13,25.03626,121.53997,19
500101255,YouBike2.0_錦安區民活動中心,大安區,2026-02-07 16:40:04,潮州街160號對側,Daan Dist.,YouBike2.0_Jinan Recreation Center,No. 160， ChaoZhou St.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,20,3,25.02846,121.52935,17
500101256,YouBike2.0_敦化基隆路口(東北側),大安區,2026-02-07 11:40:02,敦化南路二段333號(前),Daan Dist.,YouBike2.0_KeeLung Rd. & DunHua S. Rd. Intersection (Northeast),No. 333， Sec. 2， DunHua S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 11:40:02,2026-02-07,22,1,25.02196,121.54899,20
500101257,YouBike2.0_龍圖公園,大安區,2026-02-07 17:04:18,復興南路二段78巷42弄5號對面,Daan Dist.,YouBike2.0_Longtu Park,No. 5， Aly. 42， Ln. 78， Sec. 2， FuXing S. Rd. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:04:18,2026-02-07,20,1,25.0305,121.54184,19
500101258,YouBike2.0_新生南路二段54巷口,大安區,2026-02-07 17:28:18,新生南路二段50號,Daan Dist.,YouBike2.0_Ln. 54， Sec. 2， XinSheng S. Rd.,No. 50， Sec. 2， XinSheng S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:28:18,2026-02-07,26,23,25.02878,121.53412,1
500101259,YouBike2.0_臺靜農人文會館,大安區,2026-02-07 17:00:02,溫州街25號,Daan Dist.,YouBike2.0_Tai JingNong Humanities Hall,No. 25， WenZhou St.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,12,9,25.02462,121.53347,3
500101260,YouBike2.0_建國南路二段瑞安街264巷口,大安區,2026-02-07 00:24:01,建國南路二段197號(對面),Daan Dist.,YouBike2.0_Sec. 2， JianGuo S. Rd. & Ln. 264， RuiAn St. Intersection,No. 197， Sec. 2， JianGuo S. Rd. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 00:24:01,2026-02-07,33,25,25.02716,121.53782,8
500101261,YouBike2.0_辛亥路一段77巷口,大安區,2026-02-07 13:50:03,辛亥路一段79號旁,Daan Dist.,YouBike2.0_Aly. 77， Sec. 1， XinHai Rd,No. 79， Sec. 1， XinHai Rd,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 13:50:03,2026-02-07,22,6,25.02128,121.53034,16
500101262,YouBike2.0_愛國東路210巷口,大安區,2026-02-06 21:10:04,愛國東路210巷/愛國東路(東南側),Daan Dist.,YouBike2.0_Ln. 210， AiGuo E. Rd.,Ln. 210， AiGuo E. Rd. &  AiGuo E. Rd. Intersection (Southeast),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-06 21:10:04,2026-02-06,34,10,25.03187,121.52407,24
500101264,YouBike2.0_金華國中,大安區,2026-02-07 16:50:03,新生南路二段32號(旁),Daan Dist.,YouBike2.0_Jinhua Junior High School,No. 32， Sec. 2， XinSheng S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,21,15,25.03165,121.53306,5
500101265,YouBike2.0_羅斯福路三段283巷,大安區,2026-02-07 16:50:03,羅斯福路三段269巷51弄9號(旁),Daan Dist.,YouBike2.0_Ln. 283， Sec. 3， Roosevelt Rd.,No. 9， Aly. 51， Ln. 269， Sec. 3， Roosevelt Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,18,8,25.02017,121.53178,8
500101266,YouBike2.0_臺科大側門(基隆路四段73巷),大安區,2026-02-07 16:40:04,基隆路四段75號,Daan Dist.,YouBike2.0_NTUST (Ln. 73， Sec. 4， KeeLung Rd.),No. 75， Sec. 4， KeeLung Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,35,1,25.01291,121.53967,34
500101267,YouBike2.0_黎和公園,大安區,2026-02-07 15:38:18,臥龍街316號(對面),Daan Dist.,YouBike2.0_Lihe Green,No. 316， WoLong St. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 15:38:18,2026-02-07,15,1,25.01663,121.56011,14
500101268,YouBike2.0_信義四維路口,大安區,2026-02-07 16:50:03,信義路四段111號(前),Daan Dist.,YouBike2.0_XinYi Rd. & SiWei Rd. Intersection,No. 111， Sec. 4， XinYi Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:50:03,2026-02-07,19,14,25.03341,121.54796,5
500101269,YouBike2.0_和平高中(辛亥基隆路口),大安區,2026-02-07 16:40:04,辛亥路三段188號北側,Daan Dist.,YouBike2.0_Heping High School (XinHai Rd. & KeeLung Rd. Intersection),No. 188， Sec. 3， XinHai Rd. (North),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,55,23,25.01917,121.54708,32
500101270,YouBike2.0_和平東路二段107巷口,大安區,2026-02-07 17:01:17,和平東路二段95號(前),Daan Dist.,YouBike2.0_Ln. 107， Sec. 2， HePing E. Rd.,No. 95， Sec. 2， HePing E. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:01:17,2026-02-07,12,11,25.02555,121.53951,1
500101271,YouBike2.0_信義金山路口(西南側),大安區,2026-02-07 17:00:02,信義路二段88號(前),Daan Dist.,YouBike2.0_XinYi Rd. & JinShan S. Rd. Intersection (Southwest),No. 88， Sec. 2， XinYi Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 17:00:02,2026-02-07,12,7,25.03407,121.52682,4
500101272,YouBike2.0_金華國中(信義路二段198巷),大安區,2026-02-07 06:44:02,信義路二段198巷/新生南路二段30巷(東南側),Daan Dist.,YouBike2.0_Jinhua Junior High School (Ln. 198， Sec. 2， XinYi Rd.),Ln. 198， Sec. 2， XinYi Rd. & Ln. 30， Sec. 2， XinSheng S. Rd. Intersection (Southeast),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 06:44:02,2026-02-07,13,6,25.03126,121.5311,7
500101273,YouBike2.0_羅斯福路四段123巷,大安區,2026-02-07 13:49:15,羅斯福路四段123巷17號對側,Daan Dist.,YouBike2.0_Ln. 123， Sec. 4， Roosevelt Rd.,No. 17， Ln. 123， Sec. 4， Roosevelt Rd. (Opposite),1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 13:49:15,2026-02-07,15,8,25.01036,121.53752,7
500101274,YouBike2.0_捷運科技大樓站(2號出口),大安區,2026-02-07 16:40:04,復興南路二段224號,Daan Dist.,YouBike2.0_MRT Technology  Building. Sta. (Exit 2),No. 224， Sec. 2， FuXing S. Rd.,1,2026-02-07 17:30:52,2026-02-07 17:30:52,2026-02-07 16:40:04,2026-02-07,72,53,25.02592,121.54328,19
